shipment_id,temp_obs_count,observed_avg_temp,observed_min_temp,observed_max_temp,observed_temp_std,observed_excursion_count,observed_in_range_pct,observed_sensor_fair_pct
HS000049,8,23.555,17.45,29.61,4.217290938166688,0,100.0,0.125
HS000050,19,13.275263157894736,12.14,14.87,0.7978747355113148,0,100.0,0.3157894736842105
HS000051,10,22.325,17.06,29.94,4.644268271512509,0,100.0,0.1
HS000052,7,13.404285714285715,12.31,14.53,0.7479272946585368,0,100.0,0.42857142857142855
HS000053,11,22.439090909090908,15.25,28.38,5.096454560859843,0,100.0,0.2727272727272727
HS000054,8,3.59875,-0.44,5.23,1.824010005455014,1,87.5,0.75
HS000055,7,5.96,2.96,7.86,1.9729250703798493,0,100.0,0.2857142857142857
HS000056,9,13.46888888888889,12.14,14.94,1.1411994177667242,0,100.0,0.3333333333333333
HS000057,10,10.773,8.89,15.61,1.9053144972243643,1,90.0,0.2
HS000058,14,11.384285714285713,8.4,16.45,2.25586658868251,2,85.71428571428571,0.14285714285714285
HS000059,10,23.719,18.12,32.94,5.0141432191574085,1,90.0,0.2
HS000060,13,21.526153846153843,15.26,26.65,3.3730242079908512,0,100.0,0.3076923076923077
HS000061,8,21.5525,16.82,29.18,4.448902753970434,0,100.0,0.25
HS000062,9,10.255555555555555,8.31,15.36,2.246447813277169,1,88.88888888888889,0.1111111111111111
HS000063,10,1.6989999999999998,-1.34,7.71,2.660895630338694,1,90.0,0.3
HS000064,9,10.297777777777778,8.29,12.45,1.5133553596047578,0,100.0,0.0
HS000065,9,1.0333333333333332,-1.68,3.92,2.1492673170175927,0,100.0,0.2222222222222222
HS000066,5,6.456,4.2,10.11,2.2608914171184775,1,80.0,0.4
HS000067,11,10.664545454545454,8.6,12.82,1.639727804462458,0,100.0,0.45454545454545453
HS000068,7,1.5457142857142858,-1.88,6.2,2.8700456276446036,1,85.71428571428571,0.14285714285714285
HS000069,8,13.50125,12.09,15.05,1.0995380523526368,1,87.5,0.5
HS000070,12,5.4775,2.95,7.64,1.5889397551369107,0,100.0,0.4166666666666667
HS000071,12,-18.163333333333334,-19.61,-15.92,1.304714063647199,0,100.0,0.16666666666666666
HS000072,2,14.94,12.43,17.45,3.5496760415564683,1,50.0,0.5
HS000073,12,20.11583333333333,15.09,23.36,2.9925132591286223,0,100.0,0.3333333333333333
HS000074,8,4.74625,2.31,7.27,1.5334828472653819,0,100.0,0.125
HS000075,6,23.569999999999997,15.4,27.28,4.333178971609643,0,100.0,0.3333333333333333
HS000076,11,-17.395454545454545,-19.57,-15.53,1.408739604301403,0,100.0,0.36363636363636365
HS000077,6,4.931666666666667,3.77,6.61,1.0482827226786995,0,100.0,0.16666666666666666
HS000078,13,5.683076923076923,2.87,11.77,2.600084564699722,2,84.61538461538461,0.07692307692307693
HS000079,7,24.077142857142857,19.74,28.33,3.409338715380222,0,100.0,0.14285714285714285
HS000080,13,1.8423076923076922,-1.72,6.95,2.2221129353468734,2,84.61538461538461,0.23076923076923078
HS000081,12,10.630833333333333,8.41,12.67,1.3979755384342767,0,100.0,0.0
HS000082,7,9.151428571428571,8.18,10.53,0.9120385330205545,0,100.0,0.2857142857142857
HS000083,13,1.5153846153846153,-1.36,3.85,1.5623039364168516,0,100.0,0.07692307692307693
HS000084,6,8.834999999999999,8.26,9.49,0.42889392628014644,0,100.0,0.0
HS000085,14,10.757142857142856,9.08,12.98,1.2034976499381267,0,100.0,0.14285714285714285
HS000086,12,10.47,8.32,11.96,1.212510543534289,0,100.0,0.25
HS000087,7,1.137142857142857,-1.51,3.8,1.8329549393053308,0,100.0,0.14285714285714285
HS000088,9,12.795555555555556,9.62,14.93,1.5535371826183557,1,88.88888888888889,0.3333333333333333
HS000089,6,1.4766666666666666,-1.36,3.56,2.1814551718214763,0,100.0,0.16666666666666666
HS000090,3,17.816666666666666,15.35,19.78,2.257483850071432,0,100.0,0.0
HS000091,8,21.195,17.13,28.11,4.284870393105757,0,100.0,0.125
HS000092,10,4.824,2.17,8.61,2.0616239553646376,1,90.0,0.2
HS000093,9,2.292222222222222,-7.09,11.26,4.857900209395458,3,66.66666666666666,0.3333333333333333
HS000094,12,0.8816666666666667,-2.65,6.46,2.5330249014794846,2,83.33333333333334,0.16666666666666666
HS000095,7,5.341428571428572,2.47,7.45,1.8068059162642844,0,100.0,0.7142857142857143
HS000096,9,-17.90222222222222,-19.43,-15.55,1.3842035415517633,0,100.0,0.2222222222222222
HS000097,6,11.478333333333333,8.81,12.95,1.8293213677937141,0,100.0,0.6666666666666666
HS000098,6,20.48,15.77,27.72,4.760445357316897,0,100.0,0.3333333333333333
HS000099,13,10.622307692307693,8.19,14.57,1.5796843241934646,1,92.3076923076923,0.3076923076923077
HS000100,4,24.505,22.68,27.64,2.288354576254884,0,100.0,0.25
HS000101,9,2.7433333333333336,-0.98,7.36,2.1930458271545534,1,88.88888888888889,0.3333333333333333
HS000102,8,10.72125,8.0,14.61,2.109065043364679,1,87.5,0.25
HS000103,4,6.4575,5.72,7.44,0.7437013289396941,0,100.0,0.5
HS000104,4,10.685,8.98,12.95,1.988810364682029,1,75.0,0.0
HS000105,5,22.454,18.14,28.26,3.8993050662906605,0,100.0,0.0
HS000106,11,1.3645454545454545,-1.46,3.95,1.7473200258473753,0,100.0,0.2727272727272727
HS000107,5,9.916,8.58,10.62,0.9215367599830185,0,100.0,0.4
HS000108,3,10.456666666666667,8.67,11.74,1.5956921173375944,0,100.0,0.6666666666666666
HS000109,7,4.988571428571428,2.71,9.03,2.425932319552138,1,85.71428571428571,0.2857142857142857
HS000110,6,9.94,9.1,10.98,0.7480374322184687,0,100.0,0.3333333333333333
HS000111,8,22.01875,15.07,29.54,5.445185127378919,0,100.0,0.0
HS000112,9,5.765555555555555,2.66,7.94,2.040466313806179,0,100.0,0.1111111111111111
HS000113,5,5.434,2.61,7.64,2.1538639697065363,0,100.0,0.4
HS000114,4,10.239999999999998,8.45,14.28,2.725276744357045,1,75.0,0.25
HS000115,5,5.282,2.61,7.65,2.006880664115333,0,100.0,0.0
HS000116,6,24.028333333333332,19.07,32.04,4.577066382156442,1,83.33333333333334,0.5
HS000117,11,9.999090909090908,8.37,11.73,1.1412401547917477,0,100.0,0.18181818181818182
HS000118,6,4.0,-0.07,7.35,2.3886732719231403,1,83.33333333333334,0.0
HS000119,12,11.245833333333332,8.83,12.9,1.3686918660686285,0,100.0,0.3333333333333333
HS000120,8,4.64875,2.29,6.32,1.2343701401350988,0,100.0,0.5
HS000121,7,4.798571428571429,2.88,7.72,1.7388351327965568,0,100.0,0.14285714285714285
HS000122,8,5.69125,2.09,9.58,2.2145843692601614,1,87.5,0.625
HS000123,3,0.49,0.08,0.77,0.36290494623248115,0,100.0,0.3333333333333333
HS000124,8,5.11875,2.59,7.6,2.2053599479450066,0,100.0,0.375
HS000125,7,14.290000000000001,12.11,16.95,1.4987550389128528,1,85.71428571428571,0.14285714285714285
HS000126,13,10.515384615384615,8.23,12.62,1.4537343601028319,0,100.0,0.15384615384615385
HS000127,9,22.88888888888889,15.71,29.68,4.47580563821879,0,100.0,0.1111111111111111
HS000128,7,0.58,-1.87,3.75,2.0455643068193514,0,100.0,0.2857142857142857
HS000129,8,5.87625,2.73,7.27,1.682939074527485,0,100.0,0.0
HS000130,7,21.33857142857143,16.31,29.7,4.589326125447426,0,100.0,0.0
HS000131,11,9.799999999999999,8.01,11.89,1.2289751828251045,0,100.0,0.45454545454545453
HS000132,12,10.599166666666667,8.28,12.79,1.5706655122957118,0,100.0,0.0
HS000133,7,11.655714285714286,9.73,12.4,1.1115733165631658,0,100.0,0.14285714285714285
HS000134,6,20.533333333333335,15.15,29.28,6.103293100176878,0,100.0,0.3333333333333333
HS000135,4,5.3475,4.09,5.89,0.8500343130329113,0,100.0,0.5
HS000136,9,0.9433333333333334,-1.98,6.75,2.4877499874384483,1,88.88888888888889,0.2222222222222222
HS000137,11,10.374545454545455,8.32,11.83,1.0613893125179246,0,100.0,0.36363636363636365
HS000138,8,14.4875,12.33,19.99,2.466071195820822,1,87.5,0.25
HS000139,8,-17.345,-19.61,-15.1,1.638788751312558,0,100.0,0.5
HS000140,7,4.058571428571429,2.04,7.33,1.9626803829748454,0,100.0,0.2857142857142857
HS000141,6,23.778333333333332,15.85,28.38,4.415741915767572,0,100.0,0.3333333333333333
HS000142,12,4.593333333333334,0.47,8.71,2.5334716868121476,2,83.33333333333334,0.3333333333333333
HS000143,8,4.18625,2.12,6.28,1.3792330943576683,0,100.0,0.25
HS000144,5,4.712,2.98,6.68,1.408232935277399,0,100.0,0.2
HS000145,3,17.896666666666665,15.4,21.88,3.486435620133165,0,100.0,0.6666666666666666
HS000146,8,5.1375,2.0,7.26,1.9696246923135958,0,100.0,0.5
HS000147,6,-16.866666666666667,-19.35,-16.02,1.2572138508092674,0,100.0,0.3333333333333333
HS000148,12,23.969166666666666,18.5,29.97,3.6354328448888964,0,100.0,0.16666666666666666
HS000149,11,10.643636363636363,8.66,12.33,1.1527382419896783,0,100.0,0.09090909090909091
HS000150,7,21.774285714285718,18.03,29.74,5.115019899416675,0,100.0,0.2857142857142857
HS000151,19,10.066315789473684,8.09,13.74,1.3661470984988557,1,94.73684210526315,0.21052631578947367
HS000152,6,-16.851666666666667,-19.62,-15.7,1.5133858287517654,0,100.0,0.6666666666666666
HS000153,7,22.422857142857143,16.97,27.25,4.114744683394561,0,100.0,0.5714285714285714
HS000154,8,1.3775,-4.99,3.94,2.9831514975178273,1,87.5,0.125
HS000155,12,4.614999999999999,-1.06,7.82,2.791651515110398,1,91.66666666666666,0.3333333333333333
HS000156,5,1.0619999999999998,-0.64,3.51,2.0052481143240106,0,100.0,0.4
HS000157,6,14.161666666666667,12.42,18.31,2.2009036023112567,1,83.33333333333334,0.3333333333333333
HS000158,5,9.488,8.01,12.01,1.6439190977660671,0,100.0,0.2
HS000159,10,10.001999999999999,8.54,11.6,1.0424948707574324,0,100.0,0.2
HS000160,9,1.927777777777778,-1.1,4.12,1.479229341395189,1,88.88888888888889,0.4444444444444444
HS000161,6,5.503333333333333,3.32,7.53,1.6876808545061677,0,100.0,0.8333333333333334
HS000162,14,10.963571428571429,8.06,12.5,1.1036415746403927,0,100.0,0.07142857142857142
HS000163,6,23.83666666666667,19.43,29.27,4.258420677512576,0,100.0,0.16666666666666666
HS000164,8,6.13625,0.28,10.12,2.8273103700463147,2,75.0,0.125
HS000165,15,4.699333333333333,2.09,10.24,2.1391035060332655,1,93.33333333333333,0.13333333333333333
HS000166,12,5.1025,2.04,9.78,2.3389862800328305,1,91.66666666666666,0.4166666666666667
HS000167,4,13.5825,12.78,14.8,0.8919033953667107,0,100.0,0.5
HS000168,13,5.607692307692307,2.12,9.77,2.1389060827369746,1,92.3076923076923,0.23076923076923078
HS000169,7,5.148571428571429,3.72,8.75,1.8449338612484059,1,85.71428571428571,0.42857142857142855
HS000170,6,10.424999999999999,8.45,11.79,1.482939648131373,0,100.0,0.3333333333333333
HS000171,12,20.839166666666667,12.75,27.68,5.024477283230264,1,91.66666666666666,0.08333333333333333
HS000172,4,23.0125,18.43,26.92,3.699363684022792,0,100.0,0.75
HS000173,6,6.933333333333334,2.3,11.29,2.846342682578235,1,83.33333333333334,0.0
HS000174,10,20.695,15.55,29.34,5.271470910054949,0,100.0,0.4
HS000175,7,24.124285714285715,20.43,28.34,3.0187185865466004,0,100.0,0.14285714285714285
HS000176,10,4.5329999999999995,2.02,7.04,1.933184189649582,0,100.0,0.2
HS000177,6,0.8566666666666668,-1.18,3.63,1.708995806509386,0,100.0,0.16666666666666666
HS000178,9,0.9388888888888888,-1.68,3.98,2.180856737869572,0,100.0,0.5555555555555556
HS000179,13,10.604615384615386,8.39,13.97,1.5161553096820006,1,92.3076923076923,0.3076923076923077
HS000180,7,12.638571428571428,9.9,16.45,2.2551232676687434,2,71.42857142857143,0.42857142857142855
HS000181,7,8.734285714285715,6.24,11.34,1.6657616590502689,1,85.71428571428571,0.14285714285714285
HS000182,10,-17.23,-19.78,-15.12,1.4446068284792546,0,100.0,0.1
HS000183,8,24.215,14.29,32.41,6.187595886702917,2,75.0,0.0
HS000184,5,5.101999999999999,3.88,7.11,1.2636336494411662,0,100.0,0.2
HS000185,10,4.224,2.44,7.88,1.8389562256889096,0,100.0,0.1
HS000186,10,9.778,5.92,12.13,1.9783820550024087,1,90.0,0.2
HS000187,13,4.637692307692308,-1.15,7.53,2.378130056179133,1,92.3076923076923,0.23076923076923078
HS000188,5,0.722,-0.99,2.06,1.2347347893373701,0,100.0,0.2
HS000189,11,21.983636363636364,15.97,26.59,3.9931873803448608,0,100.0,0.2727272727272727
HS000190,7,22.637142857142855,15.19,29.08,5.958975623057245,0,100.0,0.42857142857142855
HS000191,7,23.3,16.55,28.84,4.754587258637704,0,100.0,0.0
HS000192,11,24.094545454545457,16.31,33.1,4.738329586755999,1,90.9090909090909,0.36363636363636365
HS000193,9,23.94,18.62,28.49,3.6424099165250476,0,100.0,0.2222222222222222
HS000194,5,5.718,3.03,7.0,1.7049398816380594,0,100.0,0.4
HS000195,15,9.805333333333332,8.05,11.6,1.0824170483998607,0,100.0,0.4
HS000196,9,9.72888888888889,8.31,11.27,1.170570848394539,0,100.0,0.0
HS000197,7,5.168571428571428,3.08,7.13,1.417279419303389,0,100.0,0.2857142857142857
HS000198,7,10.802857142857144,8.57,12.87,1.9568828468230988,0,100.0,0.42857142857142855
HS000199,11,13.368181818181819,12.16,14.87,0.7912245974667138,0,100.0,0.18181818181818182
HS000200,7,21.95,16.9,26.08,2.939183560106446,0,100.0,0.14285714285714285
HS000201,5,13.686000000000002,12.92,14.25,0.5136438454805042,0,100.0,0.4
HS000202,10,22.415,15.87,29.88,3.8293667883868214,0,100.0,0.5
HS000203,10,5.922,2.57,13.05,3.1669361288861584,1,90.0,0.1
HS000204,7,-16.740000000000002,-18.88,-14.87,1.3811589336495638,1,85.71428571428571,0.14285714285714285
HS000205,9,6.135555555555555,3.54,12.88,2.794866325565103,1,88.88888888888889,0.1111111111111111
HS000206,6,5.248333333333334,3.24,6.67,1.2134647364743099,0,100.0,0.3333333333333333
HS000207,7,-17.56142857142857,-19.24,-15.47,1.4113991706982183,0,100.0,0.14285714285714285
HS000208,9,13.524444444444445,12.08,14.77,0.8603358517333674,0,100.0,0.2222222222222222
HS000209,12,21.218333333333334,15.3,27.33,4.439225635448625,0,100.0,0.25
HS000210,6,4.991666666666666,2.59,7.74,1.8973393651813235,0,100.0,0.6666666666666666
HS000211,7,11.067142857142857,9.01,12.92,1.67028654513444,0,100.0,0.0
HS000212,10,5.436999999999999,2.06,9.69,2.242721808676036,1,90.0,0.5
HS000213,8,-18.2175,-19.85,-15.12,1.496011363593206,0,100.0,0.375
HS000214,9,3.73,0.99,6.57,1.8817810712194976,1,88.88888888888889,0.2222222222222222
HS000215,10,-17.669,-19.76,-16.54,1.1528751498367518,0,100.0,0.3
HS000216,13,13.223076923076924,12.1,14.58,0.8026350832869674,0,100.0,0.15384615384615385
HS000217,9,5.498888888888889,2.5,9.02,2.1473439666506877,1,88.88888888888889,0.3333333333333333
HS000218,6,8.848333333333334,6.33,10.3,1.4407139433859402,1,83.33333333333334,0.0
HS000219,7,10.314285714285715,8.22,12.58,2.038135235477577,0,100.0,0.2857142857142857
HS000220,14,13.046428571428573,9.21,18.43,2.2597774129422468,3,78.57142857142857,0.2857142857142857
HS000221,9,5.002222222222223,2.21,7.73,1.7628157715553956,0,100.0,0.3333333333333333
HS000222,10,6.285,2.35,10.92,2.2128726930294826,1,90.0,0.3
HS000223,8,4.90125,2.11,9.64,2.3559495355982722,1,87.5,0.25
HS000224,10,13.63,12.28,14.98,0.8312640976248163,0,100.0,0.3
HS000225,11,13.974545454545455,12.52,14.98,0.8405279726025022,0,100.0,0.2727272727272727
HS000226,10,1.244,-2.79,6.21,2.5996760481943815,2,80.0,0.1
HS000227,10,13.594,12.01,14.75,0.9157413511588425,0,100.0,0.2
HS000228,11,4.3945454545454545,2.18,6.63,1.6953605140875712,0,100.0,0.45454545454545453
HS000229,6,19.091666666666665,16.11,23.85,3.242254873797967,0,100.0,0.16666666666666666
HS000230,7,4.505714285714285,2.26,7.29,1.987476265207186,0,100.0,0.2857142857142857
HS000231,7,20.102857142857143,15.16,29.67,5.825780961341048,0,100.0,0.42857142857142855
HS000232,7,10.697142857142856,9.76,11.45,0.5919097421542769,0,100.0,0.2857142857142857
HS000233,7,9.290000000000001,8.26,11.77,1.1984434349049047,0,100.0,0.2857142857142857
HS000234,7,5.604285714285714,3.44,6.71,1.0999978354957058,0,100.0,0.0
HS000235,9,4.672222222222222,0.94,7.07,2.0489312932464196,1,88.88888888888889,0.2222222222222222
HS000236,6,25.441666666666666,21.28,28.38,3.081645123414873,0,100.0,0.5
HS000237,6,10.243333333333334,8.34,11.46,1.208580434504327,0,100.0,0.16666666666666666
HS000238,8,22.24125,16.16,29.55,5.30338284898018,0,100.0,0.125
HS000239,7,3.957142857142857,2.26,7.71,1.966602097406542,0,100.0,0.2857142857142857
HS000240,9,5.341111111111111,2.85,7.73,2.06381591017976,0,100.0,0.2222222222222222
HS000241,9,13.373333333333333,12.28,14.76,0.9079922907161714,0,100.0,0.2222222222222222
HS000242,8,21.30375,16.54,25.42,3.807552410294947,0,100.0,0.375
HS000243,9,11.353333333333332,8.99,14.01,1.618448330963951,2,77.77777777777779,0.1111111111111111
HS000244,7,24.18285714285714,16.45,36.57,6.560614082756061,1,85.71428571428571,0.2857142857142857
HS000245,7,-18.321428571428573,-22.9,-15.9,2.2182307407137833,1,85.71428571428571,0.14285714285714285
HS000246,11,6.08909090909091,3.54,7.83,1.4052291951525528,0,100.0,0.45454545454545453
HS000247,4,2.9825,2.38,4.25,0.8732076881628257,0,100.0,0.25
HS000248,14,21.78857142857143,16.63,28.16,3.088133260234576,0,100.0,0.14285714285714285
HS000249,10,14.135,12.63,17.6,1.413618288883766,1,90.0,0.5
HS000250,7,9.86,8.2,11.63,1.332729029723097,0,100.0,0.2857142857142857
HS000251,6,0.735,-1.05,1.97,1.1102927541869307,0,100.0,0.0
HS000252,7,6.118571428571428,4.24,7.89,1.1606812449509778,0,100.0,0.2857142857142857
HS000253,9,12.406666666666666,8.1,14.1,1.7880366327343522,1,88.88888888888889,0.2222222222222222
HS000254,9,13.466666666666667,12.54,15.4,0.9371899487297116,1,88.88888888888889,0.4444444444444444
HS000255,7,5.282857142857142,2.26,7.92,2.1984594173019905,0,100.0,0.5714285714285714
HS000256,8,9.09,4.91,11.61,2.08967529945273,1,87.5,0.25
HS000257,12,9.8725,8.32,11.23,0.9966227060336414,0,100.0,0.25
HS000258,11,22.865454545454547,16.72,29.5,4.0447975564578345,0,100.0,0.45454545454545453
HS000259,4,5.9275,3.03,9.6,3.3709679618768256,1,75.0,0.25
HS000260,9,21.57888888888889,15.07,29.65,6.336482550367444,0,100.0,0.2222222222222222
HS000261,8,20.73875,15.24,28.39,5.256115995404102,0,100.0,0.125
HS000262,7,14.01,12.06,18.56,2.272766302695168,1,85.71428571428571,0.2857142857142857
HS000263,11,6.365454545454545,2.61,11.29,2.67167873681086,2,81.81818181818183,0.09090909090909091
HS000264,6,0.3216666666666667,-1.97,3.6,1.9348117910191334,0,100.0,0.3333333333333333
HS000265,10,3.806,-2.97,8.09,2.967854443870184,2,80.0,0.3
HS000266,9,9.962222222222222,8.32,14.27,1.8337446508291293,1,88.88888888888889,0.5555555555555556
HS000267,9,14.49888888888889,12.59,18.58,1.7025601637272931,1,88.88888888888889,0.1111111111111111
HS000268,6,10.991666666666667,8.26,15.71,2.698165426112096,1,83.33333333333334,0.3333333333333333
HS000269,11,1.2909090909090908,-1.97,7.25,2.695141757108351,1,90.9090909090909,0.09090909090909091
HS000270,7,22.101428571428574,15.72,27.8,5.065249018463714,0,100.0,0.2857142857142857
HS000271,9,5.302222222222222,3.01,7.39,1.4652881779515061,0,100.0,0.3333333333333333
HS000272,12,5.065,2.87,7.24,1.6711427772091114,0,100.0,0.25
HS000273,8,22.28875,11.3,28.54,5.98295301550282,1,87.5,0.25
HS000274,6,6.778333333333333,4.81,7.9,1.119435869832063,0,100.0,0.16666666666666666
HS000275,7,10.152857142857142,8.6,11.51,1.3313616373937658,0,100.0,0.2857142857142857
HS000276,5,20.446,15.46,24.69,4.481370326139093,0,100.0,0.2
HS000277,8,4.4350000000000005,2.04,7.29,1.9543870065646087,0,100.0,0.125
HS000278,7,10.24,9.04,11.97,1.060660171779822,0,100.0,0.2857142857142857
HS000279,10,5.004,2.09,7.81,1.9876071599343323,0,100.0,0.3
HS000280,13,23.07,18.7,28.57,3.7274790408532152,0,100.0,0.38461538461538464
HS000281,6,10.321666666666667,8.86,11.99,1.3402897696642568,0,100.0,0.3333333333333333
HS000282,9,4.466666666666667,2.19,7.1,1.7603408760805392,0,100.0,0.3333333333333333
HS000283,8,14.1275,12.25,17.58,1.6283624552642708,1,87.5,0.125
HS000284,8,10.1825,8.22,11.42,1.1362941017686767,0,100.0,0.25
HS000285,7,10.4,8.06,11.74,1.4163215265845068,0,100.0,0.42857142857142855
HS000286,6,4.3950000000000005,2.01,6.64,1.7637091596972556,0,100.0,0.16666666666666666
HS000287,10,21.311,15.51,28.05,4.391328449974512,0,100.0,0.2
HS000288,7,13.971428571428572,12.58,14.62,0.843275925017598,0,100.0,0.14285714285714285
HS000289,5,10.258,7.94,12.6,1.964273402558819,1,80.0,0.4
HS000290,8,13.126249999999999,12.2,14.96,0.906672684678908,0,100.0,0.25
HS000291,8,11.33,8.93,13.61,1.5946069824792024,2,75.0,0.375
HS000292,10,-0.07099999999999997,-4.34,2.54,2.1052761761293404,1,90.0,0.2
HS000293,4,5.805,3.51,6.83,1.5629992535720119,0,100.0,0.5
HS000294,8,-17.25125,-19.81,-12.78,2.0693921640354764,1,87.5,0.375
HS000295,10,4.956,2.24,9.22,2.113139843928934,1,90.0,0.2
HS000296,4,1.3875,-0.13,2.86,1.44213672490972,0,100.0,0.25
HS000297,8,9.62375,8.67,11.85,1.1590382404636799,0,100.0,0.0
HS000298,13,12.946923076923078,9.58,15.27,1.3400023918845856,2,84.61538461538461,0.3076923076923077
HS000299,13,23.558461538461536,17.38,29.49,4.109997660489695,0,100.0,0.15384615384615385
HS000300,9,4.64,2.29,7.4,1.9471838639430021,0,100.0,0.2222222222222222
HS000301,10,21.536,16.64,31.95,5.382306816474389,1,90.0,0.1
HS000302,10,21.634,16.56,28.73,4.684210356790851,0,100.0,0.1
HS000303,6,-17.796666666666667,-19.75,-15.89,1.433299224400358,0,100.0,0.3333333333333333
HS000304,8,22.10875,17.35,27.75,3.278634025234986,0,100.0,0.125
HS000305,4,5.4475,3.18,7.54,1.8355630380530839,0,100.0,0.75
HS000306,10,10.398,8.78,13.59,1.5777748043790447,1,90.0,0.3
HS000307,10,10.779,8.33,15.59,1.8619908700098398,1,90.0,0.2
HS000308,11,9.377272727272727,8.1,11.31,1.2093228759028,0,100.0,0.18181818181818182
HS000309,11,10.605454545454545,8.29,16.12,2.1361430833928883,1,90.9090909090909,0.18181818181818182
HS000310,9,4.788888888888889,2.21,7.32,1.3331114398695678,0,100.0,0.3333333333333333
HS000311,10,6.412999999999999,3.46,9.32,1.6834293701977652,1,90.0,0.2
HS000312,6,22.343333333333334,15.94,29.44,5.138527674992776,0,100.0,0.3333333333333333
