shipment_id,product_type,weight_kg,origin,destination,transport_mode,distance_km,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,temperature_excursion_minutes,estimated_cost_inr,delayed,delay_minutes,spoiled,shipment_id_raw,temp_obs_count,observed_avg_temp,observed_min_temp,observed_max_temp,observed_temp_std,observed_excursion_count,observed_in_range_pct,observed_sensor_fair_pct,vulnerability,excursion_risk,peak_delta,peak_delta_risk,delay_risk,P_spoilage,P_spoilage_noisy,P_spoilage_final,spoiled_synthetic
HS000011,Banana,823,Sambalpur,Bhubaneswar,road,231.6,4.82,12,15,8,16.5,0,0,0.323,0.809,0.0,479.8,0,58.3,0,HS000011,8,13.685,12.2,14.78,0.9829837958263312,0,100.0,0.0,1.0,0.0024726231566347743,0.0,0.0,0.0583,0.06077262315663477,0.014430853875388547,0.014430853875388547,0
HS000012,Dairy,176,Sambalpur,Visakhapatnam,local,427.9,14.26,2,8,20,19.6,0,0,0.549,0.871,9.0,1032.2,1,76.3,0,HS000012,10,5.169,3.32,7.19,1.5615480211066908,0,100.0,0.2,1.2,0.014774031693273055,0.0,0.0,0.07629999999999999,0.09402883803192766,0.04745586267490197,0.04745586267490197,0
HS000013,Pharmaceuticals,454,Puri,Hyderabad,road,819.6,17.08,2,8,2,22.8,0,0,0.321,0.809,23.4,1864.11,1,56.0,0,HS000013,11,5.91,2.02,13.99,3.438185567999493,2,81.81818181818183,0.3636363636363636,1.0,0.21081829347774705,5.99,0.5990000000000001,0.056,0.8658182934777472,0.8900145206343506,0.8900145206343506,1
HS000014,Dairy,196,Bhubaneswar,Visakhapatnam,rail,399.0,7.26,2,8,14,12.1,3,0,0.907,0.893,34.5,1551.9,0,81.4,0,HS000014,8,3.96875,0.17,12.08,3.579279406728199,2,75.0,0.25,1.2,0.7109495026250039,4.08,0.40800000000000003,0.08140000000000001,1.4241394031500048,1.232811378684225,0.99,1
HS000015,Banana,411,Berhampur,Raipur,road,394.1,8.21,12,15,23,20.4,0,0,0.083,0.852,21.0,835.55,0,44.2,0,HS000015,11,13.534545454545452,9.6,18.01,2.0512599232489466,2,81.81818181818183,0.1818181818181818,1.0,0.14185106490048777,3.0100000000000016,0.30100000000000016,0.0442,0.48705106490048794,0.3145592816491847,0.3145592816491847,0
HS000016,Tomato,914,Gopalpur,Cuttack,road,167.9,3.5,8,13,10,18.1,0,0,0.203,0.846,9.2,365.6,1,60.4,0,HS000016,7,11.022857142857143,8.49,12.78,1.4923774576796838,0,100.0,0.2857142857142857,1.0,0.01536770556527555,0.0,0.0,0.0604,0.07576770556527555,0.019538952641178282,0.019538952641178282,0
HS000017,Spices,138,Ranchi,Visakhapatnam,rail,665.7,12.1,15,30,2,32.7,2,1,0.252,0.733,26.0,1985.02,1,135.6,1,HS000017,12,22.2,16.63,28.01,4.200196965078489,0,100.0,0.3333333333333333,1.0,0.31002551887238755,0.0,0.0,0.1356,0.44562551887238755,0.3443424068389452,0.3443424068389452,0
HS000018,Mango,144,Sambalpur,Raipur,road,244.7,5.1,8,12,23,24.5,1,0,0.788,0.885,2.5,1028.29,0,14.6,0,HS000018,11,10.98,8.11,14.7,2.0998904733342645,3,72.72727272727273,0.2727272727272727,1.0,0.004070137715896128,2.6999999999999993,0.26999999999999996,0.0146,0.2886701377158961,0.3200948709754235,0.3200948709754235,1
HS000019,Pharmaceuticals,651,Sambalpur,Bhubaneswar,rail,231.6,4.21,2,8,2,16.1,0,0,0.452,0.847,0.0,262.54,0,39.6,0,HS000019,3,3.9033333333333338,2.78,5.37,1.328696102701191,0,100.0,0.3333333333333333,1.0,0.0024726231566347743,0.0,0.0,0.0396,0.04207262315663478,-0.04872978439548632,0.01,0
HS000020,Packaged Food,347,Cuttack,Kolkata,road,347.7,7.24,15,30,21,30.1,0,0,0.555,0.8,12.1,832.11,0,9.9,0,HS000020,9,23.14777777777778,16.89,29.28,5.468925346395253,0,100.0,0.1111111111111111,1.0,0.02711971720176304,0.0,0.0,0.0099,0.03701971720176304,-0.10421065293176612,0.01,0
HS000021,Mango,749,Balasore,Raipur,rail,549.7,9.99,8,12,4,18.7,1,0,0.295,0.84,0.4,988.02,1,101.8,0,HS000021,7,10.202857142857145,8.95,11.61,1.144096649264014,0,100.0,0.5714285714285714,1.0,0.0026780091862131147,0.0,0.0,0.1018,0.10447800918621311,0.25104288607836855,0.25104288607836855,1
HS000022,Banana,207,Gopalpur,Raipur,road,408.1,8.5,12,15,6,15.0,1,0,0.269,0.803,32.6,1172.94,0,17.2,0,HS000022,11,13.351818181818182,12.19,14.42,0.8442608386253412,0,100.0,0.3636363636363636,1.0,0.6271477663131956,0.0,0.0,0.0172,0.6443477663131956,0.621770136264542,0.621770136264542,0
HS000023,Pharmaceuticals,362,Bhubaneswar,Kolkata,road,364.9,7.6,2,8,4,30.6,1,1,0.649,0.788,51.4,1301.01,0,17.2,0,HS000023,9,4.383333333333334,2.65,6.72,1.7214891809128516,0,100.0,0.3333333333333333,1.0,0.986346340902649,0.0,0.0,0.0172,1.003546340902649,1.0102991613714414,0.99,1
HS000024,Mango,547,Rourkela,Ranchi,rail,129.2,2.35,8,12,21,13.6,1,0,0.686,0.75,1.6,680.66,0,21.3,0,HS000024,10,10.593,8.66,12.79,1.2870470076885303,1,90.0,0.2,1.0,0.0034019457029172643,0.7899999999999991,0.07899999999999992,0.0213,0.10370194570291719,-0.038772872918428486,0.01,0
HS000025,Fish,401,Puri,Chennai,rail,954.6,17.36,-2,4,9,25.4,0,0,0.518,0.775,8.8,1135.15,1,76.7,0,HS000025,5,1.658,-3.03,5.7,3.592056514032038,2,60.0,0.4,1.0,0.014202961372691125,1.7000000000000002,0.17000000000000004,0.0767,0.26090296137269114,0.2064646889201729,0.2064646889201729,0
HS000026,Pharmaceuticals,109,Gopalpur,Visakhapatnam,rail,250.1,4.55,2,8,6,12.2,1,0,0.704,0.752,0.0,826.55,0,25.4,0,HS000026,9,5.471111111111111,4.1,13.06,2.859586702849052,1,88.88888888888889,0.2222222222222222,1.0,0.0024726231566347743,5.0600000000000005,0.5060000000000001,0.0254,0.5338726231566349,0.5449648821276215,0.5449648821276215,1
HS000027,Fish,2192,Rourkela,Visakhapatnam,rail,536.5,9.75,-2,4,16,15.6,0,0,0.773,0.723,1.9,665.04,1,75.4,0,HS000027,11,1.7699999999999998,-1.43,3.83,1.9759554650851825,0,100.0,0.1818181818181818,1.0,0.0036115505344315453,0.0,0.0,0.07540000000000001,0.07901155053443155,-0.036087807207798736,0.01,0
HS000028,Leafy Vegetables,402,Berhampur,Jamshedpur,road,414.6,8.64,2,8,17,16.7,0,1,0.102,0.904,53.8,957.79,0,63.4,0,HS000028,11,5.876363636363636,0.1,13.49,3.540599589694584,2,81.81818181818183,0.0,1.0,0.9915071371483557,5.49,0.549,0.0634,1.6039071371483555,1.6414769389829227,0.99,1
HS000029,Pharmaceuticals,146,Visakhapatnam,Bhubaneswar,rail,399.0,7.26,2,8,5,25.1,0,0,0.235,0.744,5.3,533.87,0,5.7,0,HS000029,12,5.528333333333333,2.55,7.61,1.759751187646777,0,100.0,0.25,1.0,0.007103773724388775,0.0,0.0,0.0057,0.012803773724388776,-0.047260095267491725,0.01,0
HS000030,Fish,429,Cuttack,Jamshedpur,road,262.5,5.47,-2,4,6,29.3,1,1,0.622,0.819,26.9,812.48,1,88.2,0,HS000030,7,0.8057142857142858,-1.29,4.48,2.3163035001402354,1,85.71428571428571,0.4285714285714285,1.0,0.34978145142617284,0.4800000000000004,0.04800000000000004,0.0882,0.4859814514261729,0.4568120764468452,0.4568120764468452,0
HS000031,Tomato,463,Sambalpur,Raipur,road,244.7,5.1,8,13,23,20.0,1,0,0.874,0.882,3.4,936.24,1,44.6,0,HS000031,8,10.995,8.72,12.71,1.4735574059300942,0,100.0,0.375,1.0,0.004868931243758641,0.0,0.0,0.0446,0.04946893124375864,-0.010701729979181056,0.01,0
HS000032,Fish,668,Jamshedpur,Visakhapatnam,rail,648.6,11.79,-2,4,11,23.6,1,1,0.811,0.897,30.4,1166.09,1,122.7,0,HS000032,8,2.0175,-1.32,3.71,1.8334647139072129,0,100.0,0.5,1.0,0.5199893401555817,0.0,0.0,0.1227,0.6426893401555818,0.8279171586064755,0.8279171586064755,1
HS000033,Spices,639,Bhubaneswar,Hyderabad,road,837.2,17.44,15,30,10,21.6,0,0,0.583,0.739,10.0,1839.6,1,98.4,0,HS000033,9,21.404444444444444,16.17,29.38,4.669622873185561,0,100.0,0.3333333333333333,1.0,0.01798620996209156,0.0,0.0,0.0984,0.11638620996209156,0.11503648748829817,0.11503648748829817,0
HS000034,Frozen Food,305,Cuttack,Kolkata,local,347.7,11.59,-20,-15,20,18.8,0,0,0.444,0.94,23.4,949.15,0,50.0,0,HS000034,12,-17.655,-19.67,-15.2,1.3309429330024225,0,100.0,0.3333333333333333,1.0,0.21081829347774705,0.0,0.0,0.05,0.26081829347774704,0.15504720058215699,0.15504720058215699,0
HS000035,Dairy,114,Gopalpur,Hyderabad,local,709.7,23.66,2,8,22,35.2,0,1,0.032,0.742,64.0,1795.39,1,64.5,1,HS000035,9,5.487777777777778,3.07,7.76,1.4526508336294877,0,100.0,0.1111111111111111,1.2,0.9988874639671398,0.0,0.0,0.0645,1.2631649567605676,1.3454194479708865,0.99,1
HS000036,Leafy Vegetables,472,Jamshedpur,Bhubaneswar,rail,281.7,5.12,2,8,22,10.7,0,0,0.922,0.848,0.0,366.96,0,37.2,0,HS000036,13,5.526153846153846,3.11,7.46,1.4665409328390078,0,100.0,0.0,1.0,0.0024726231566347743,0.0,0.0,0.037200000000000004,0.03967262315663478,-0.08241174184046746,0.01,0
HS000037,Mango,120,Rourkela,Hyderabad,road,858.5,17.89,8,12,8,22.8,0,0,0.744,0.926,7.2,2049.12,1,74.8,0,HS000037,8,10.34125,9.32,11.86,1.0667365118501784,0,100.0,0.375,1.0,0.010353737531091742,0.0,0.0,0.0748,0.08515373753109175,0.10604009703156729,0.10604009703156729,0
HS000038,Tomato,771,Balasore,Jamshedpur,rail,163.9,2.98,8,13,17,8.0,1,1,0.284,0.834,0.0,714.38,1,68.4,0,HS000038,13,10.366153846153846,8.45,12.46,1.494899876588944,0,100.0,0.3846153846153846,1.0,0.0024726231566347743,0.0,0.0,0.0684,0.07087262315663477,-0.1250943892313428,0.01,0
HS000039,Mango,217,Ranchi,Chennai,road,1258.6,26.22,8,12,11,49.3,0,0,0.506,0.97,10.9,2463.7,1,106.8,0,HS000039,7,10.567142857142857,8.08,13.72,1.969210622607566,1,85.71428571428571,0.2857142857142857,1.0,0.021457289717603516,1.7200000000000006,0.17200000000000007,0.1068,0.30025728971760357,0.1674386848277605,0.1674386848277605,1
HS000040,Packaged Food,529,Balasore,Hyderabad,road,996.1,20.75,15,30,14,40.4,1,1,0.239,0.896,30.3,2973.65,1,113.9,0,HS000040,8,23.06875,15.66,28.83,4.312501552794752,0,100.0,0.25,1.0,0.5149955016194101,0.0,0.0,0.1139,0.6288955016194101,0.6485816252063225,0.6485816252063225,1
HS000041,Tomato,228,Ranchi,Hyderabad,rail,971.7,17.67,8,13,10,28.7,1,0,0.916,0.805,22.4,1306.36,1,110.0,0,HS000041,13,11.007692307692308,8.55,15.0,1.811910381550156,1,92.3076923076923,0.4615384615384615,1.0,0.17946151940732674,2.0,0.2,0.11,0.48946151940732674,0.5633081774068678,0.5633081774068678,1
HS000042,Rice,254,Jamshedpur,Kolkata,rail,223.2,4.06,15,30,6,23.5,1,1,0.448,0.739,8.3,684.13,1,83.9,0,HS000042,4,23.8075,15.39,27.19,5.651055211197285,0,100.0,0.0,1.0,0.012868764196052507,0.0,0.0,0.0839,0.09676876419605251,0.11390559231504957,0.11390559231504957,0
HS000043,Banana,208,Bhubaneswar,Chennai,road,996.3,20.76,12,15,7,31.0,0,1,0.854,0.926,18.3,2267.98,1,99.1,0,HS000043,8,13.5675,12.46,14.73,0.8626495729520103,0,100.0,0.625,1.0,0.08786391482930125,0.0,0.0,0.0991,0.18696391482930125,0.1753990865904772,0.1753990865904772,0
HS000044,Tomato,557,Gopalpur,Hyderabad,rail,709.7,12.9,8,13,6,19.0,1,0,0.62,0.938,23.5,1312.55,1,76.9,0,HS000044,10,11.125,8.02,13.04,1.648873352727047,1,90.0,0.3,1.0,0.2141650169574414,0.03999999999999915,0.003999999999999915,0.07690000000000001,0.2950650169574413,0.26495464739851243,0.26495464739851243,0
HS000045,Leafy Vegetables,234,Berhampur,Ranchi,rail,451.2,8.2,2,8,10,31.8,0,0,0.525,0.878,11.7,476.55,0,65.9,0,HS000045,3,5.41,3.69,7.21,1.7613631085043195,0,100.0,0.0,1.0,0.025086962153479813,0.0,0.0,0.0659,0.09098696215347982,-0.05686523688326292,0.01,0
HS000046,Leafy Vegetables,577,Cuttack,Jamshedpur,road,262.5,5.47,2,8,6,15.4,0,1,0.907,0.803,18.3,528.23,1,37.3,0,HS000046,6,5.715,2.87,7.73,1.7612353618980063,0,100.0,0.1666666666666666,1.0,0.08786391482930125,0.0,0.0,0.0373,0.12516391482930125,0.05317949398983039,0.05317949398983039,0
HS000047,Rice,238,Berhampur,Kolkata,road,518.2,10.8,15,30,22,30.9,0,1,0.138,0.861,0.0,1211.14,0,55.4,0,HS000047,8,23.915,16.81,27.81,3.492064473304335,0,100.0,0.375,1.0,0.0024726231566347743,0.0,0.0,0.0554,0.05787262315663477,0.011808746060656017,0.011808746060656017,0
HS000048,Packaged Food,301,Bhubaneswar,Hyderabad,rail,837.2,15.22,15,30,19,36.1,0,0,0.064,0.721,12.2,952.43,1,110.8,0,HS000048,11,21.05181818181818,15.33,26.41,4.360653203779953,0,100.0,0.3636363636363636,1.0,0.027652422322823122,0.0,0.0,0.1108,0.13845242232282312,0.24416464494471468,0.24416464494471468,0
HS000049,Spices,358,Berhampur,Jamshedpur,road,414.6,8.64,15,30,17,25.2,0,0,0.663,0.824,9.9,834.83,1,34.7,0,HS000049,8,23.555,17.45,29.61,4.217290938166688,0,100.0,0.125,1.0,0.017636340339722667,0.0,0.0,0.0347,0.05233634033972267,0.08669816929656882,0.08669816929656882,0
HS000050,Banana,387,Sambalpur,Chennai,road,1011.9,21.08,12,15,7,30.2,0,1,0.915,0.967,9.4,2001.85,1,84.0,0,HS000050,19,13.275263157894736,12.14,14.87,0.7978747355113148,0,100.0,0.3157894736842105,1.0,0.01598484834220258,0.0,0.0,0.084,0.09998484834220259,-0.07631916719407081,0.01,0
HS000051,Rice,192,Gopalpur,Hyderabad,road,709.7,14.79,15,30,23,34.6,1,0,0.134,0.773,0.0,1656.91,1,126.7,0,HS000051,10,22.325,17.06,29.94,4.644268271512509,0,100.0,0.1,1.0,0.0024726231566347743,0.0,0.0,0.1267,0.12917262315663477,0.16158102009611428,0.16158102009611428,0
HS000052,Banana,553,Balasore,Jamshedpur,rail,163.9,2.98,12,15,23,8.1,1,0,0.243,0.891,0.0,553.12,0,0.0,0,HS000052,7,13.404285714285717,12.31,14.53,0.7479272946585368,0,100.0,0.4285714285714285,1.0,0.0024726231566347743,0.0,0.0,0.0,0.0024726231566347743,-0.03603560488499688,0.01,0
HS000053,Spices,293,Jamshedpur,Kolkata,rail,223.2,4.06,15,30,18,10.9,0,0,0.4,0.746,15.4,291.81,0,62.1,0,HS000053,11,22.439090909090908,15.25,28.38,5.096454560859843,0,100.0,0.2727272727272727,1.0,0.051173700917091655,0.0,0.0,0.0621,0.11327370091709166,0.04558150088649578,0.04558150088649578,0
HS000054,Dairy,498,Jamshedpur,Ranchi,rail,109.3,1.99,2,8,0,14.8,1,0,0.932,0.902,31.5,445.12,1,0.0,0,HS000054,8,3.59875,-0.44,5.23,1.824010005455014,1,87.5,0.75,1.2,0.574442516811659,0.0,0.0,0.0,0.6893310201739908,0.7504986490580776,0.7504986490580776,1
HS000055,Leafy Vegetables,346,Balasore,Visakhapatnam,rail,574.9,10.45,2,8,2,23.3,0,0,0.853,0.83,6.9,746.68,1,69.1,0,HS000055,7,5.96,2.96,7.86,1.972925070379849,0,100.0,0.2857142857142857,1.0,0.009756665624551356,0.0,0.0,0.0691,0.07885666562455135,0.18195661787414646,0.18195661787414646,0
HS000056,Banana,512,Balasore,Ranchi,rail,264.8,4.81,12,15,15,9.7,0,0,0.972,0.805,0.9,294.04,0,63.5,0,HS000056,9,13.46888888888889,12.14,14.94,1.1411994177667242,0,100.0,0.3333333333333333,1.0,0.0029588245219072285,0.0,0.0,0.0635,0.06645882452190723,0.15958683643352709,0.15958683643352709,0
HS000057,Mango,268,Sambalpur,Hyderabad,road,733.3,15.28,8,12,0,30.3,0,1,0.774,0.846,29.5,1627.88,1,106.7,1,HS000057,10,10.773,8.89,15.61,1.9053144972243643,1,90.0,0.2,1.0,0.47502081252106,3.6099999999999994,0.361,0.1067,0.94272081252106,0.8587990601987961,0.8587990601987961,1
HS000058,Tomato,209,Gopalpur,Bhubaneswar,road,149.6,3.12,8,13,1,12.5,1,0,0.348,0.925,0.0,663.28,0,11.0,0,HS000058,14,11.384285714285712,8.4,16.45,2.25586658868251,2,85.71428571428571,0.1428571428571428,1.0,0.0024726231566347743,3.4499999999999993,0.345,0.011,0.35847262315663475,0.3275513855715133,0.3275513855715133,0
HS000059,Spices,462,Gopalpur,Jamshedpur,road,416.3,8.67,15,30,11,25.6,0,0,0.053,0.93,3.6,826.78,1,34.0,0,HS000059,10,23.719,18.12,32.94,5.0141432191574085,1,90.0,0.2,1.0,0.005066629333466254,2.9399999999999977,0.29399999999999976,0.034,0.333066629333466,0.3661929724738224,0.3661929724738224,1
HS000060,Rice,254,Puri,Visakhapatnam,road,362.8,7.56,15,30,2,30.5,0,1,0.615,0.808,17.6,821.23,0,33.7,0,HS000060,13,21.526153846153843,15.26,26.65,3.3730242079908512,0,100.0,0.3076923076923077,1.0,0.07727220213665989,0.0,0.0,0.0337,0.1109722021366599,0.20852671484889582,0.20852671484889582,0
HS000061,Packaged Food,903,Cuttack,Jamshedpur,road,262.5,5.47,15,30,6,28.9,0,0,0.895,0.878,13.7,544.64,0,0.0,0,HS000061,8,21.5525,16.82,29.18,4.448902753970434,0,100.0,0.25,1.0,0.03696920929667703,0.0,0.0,0.0,0.03696920929667703,-0.010948214487851965,0.01,0
HS000062,Mango,366,Cuttack,Visakhapatnam,road,416.7,8.68,8,12,17,20.5,0,0,0.447,0.801,5.6,921.13,0,14.9,0,HS000062,9,10.255555555555556,8.31,15.36,2.246447813277169,1,88.88888888888889,0.1111111111111111,1.0,0.007539734558373393,3.3599999999999994,0.33599999999999997,0.0149,0.35843973455837336,0.33987383689199163,0.33987383689199163,0
HS000063,Fish,143,Sambalpur,Jamshedpur,road,272.9,5.69,-2,4,10,14.3,0,0,0.392,0.833,0.0,556.11,0,8.1,0,HS000063,10,1.6989999999999998,-1.34,7.71,2.660895630338694,1,90.0,0.3,1.0,0.0024726231566347743,3.71,0.371,0.0081,0.38157262315663476,0.27093912575603196,0.27093912575603196,0
HS000064,Tomato,239,Ranchi,Visakhapatnam,road,665.7,13.87,8,13,16,34.5,0,0,0.793,0.884,7.2,1494.79,1,97.4,0,HS000064,9,10.297777777777778,8.29,12.45,1.5133553596047578,0,100.0,0.0,1.0,0.010353737531091742,0.0,0.0,0.09740000000000001,0.10775373753109176,-0.011866924876975327,0.01,0
HS000065,Fish,183,Gopalpur,Hyderabad,road,709.7,14.79,-2,4,17,29.8,0,0,0.399,0.784,8.8,1528.14,1,160.1,0,HS000065,9,1.0333333333333332,-1.68,3.92,2.1492673170175927,0,100.0,0.2222222222222222,1.0,0.014202961372691125,0.0,0.0,0.1601,0.1743029613726911,0.2555555436121109,0.2555555436121109,0
HS000066,Leafy Vegetables,703,Bhubaneswar,Chennai,road,996.3,20.76,2,8,23,40.7,1,0,0.734,0.801,14.5,2388.76,1,101.8,0,HS000066,5,6.456,4.2,10.11,2.260891417118477,1,80.0,0.4,1.0,0.043107254941086116,2.1099999999999994,0.21099999999999997,0.1018,0.3559072549410861,0.4915312577981684,0.4915312577981684,1
HS000067,Tomato,579,Rourkela,Ranchi,road,129.2,2.69,8,13,23,24.4,0,0,0.208,0.761,3.3,244.67,0,23.8,0,HS000067,11,10.664545454545454,8.6,12.82,1.639727804462458,0,100.0,0.4545454545454545,1.0,0.004772980114763201,0.0,0.0,0.0238,0.028572980114763204,0.02137196795672982,0.02137196795672982,0
HS000068,Fish,336,Ranchi,Kolkata,rail,324.3,5.9,-2,4,0,14.4,0,0,0.633,0.87,5.9,411.81,0,0.0,0,HS000068,7,1.5457142857142858,-1.88,6.2,2.870045627644604,1,85.71428571428571,0.1428571428571428,1.0,0.00800223481421624,2.2,0.22000000000000003,0.0,0.22800223481421628,0.3283555246034187,0.3283555246034187,0
HS000069,Banana,423,Balasore,Jamshedpur,rail,163.9,2.98,12,15,20,14.7,0,0,0.57,0.931,10.0,200.43,0,7.1,0,HS000069,8,13.50125,12.09,15.05,1.0995380523526368,1,87.5,0.5,1.0,0.01798620996209156,0.05000000000000071,0.005000000000000071,0.0070999999999999995,0.030086209962091628,0.06624981246685505,0.06624981246685505,0
HS000070,Dairy,331,Berhampur,Hyderabad,rail,699.4,12.72,2,8,0,21.7,2,0,0.439,0.95,27.8,1761.05,1,58.7,1,HS000070,12,5.4775,2.95,7.64,1.5889397551369109,0,100.0,0.4166666666666667,1.2,0.3917409692534856,0.0,0.0,0.0587,0.5287891631041827,0.4642771876436702,0.4642771876436702,0
HS000071,Frozen Food,612,Berhampur,Chennai,road,844.5,17.59,-20,-15,1,32.9,0,1,0.329,0.956,20.1,1985.86,1,66.1,0,HS000071,12,-18.16333333333333,-19.61,-15.92,1.304714063647199,0,100.0,0.1666666666666666,1.0,0.12131883789173689,0.0,0.0,0.06609999999999999,0.18741883789173688,0.22355839844257827,0.22355839844257827,0
HS000072,Banana,491,Balasore,Bhubaneswar,road,176.0,3.67,12,15,22,20.4,0,0,0.616,0.915,13.1,348.69,0,9.4,0,HS000072,2,14.94,12.43,17.45,3.5496760415564683,1,50.0,0.5,1.0,0.032926394798136256,2.4499999999999993,0.24499999999999994,0.0094,0.2873263947981362,0.44113005144473316,0.44113005144473316,1
HS000073,Packaged Food,552,Ranchi,Chennai,rail,1258.6,22.88,15,30,15,41.8,1,0,0.948,0.838,6.9,2235.58,1,89.2,0,HS000073,12,20.11583333333333,15.09,23.36,2.9925132591286223,0,100.0,0.3333333333333333,1.0,0.009756665624551356,0.0,0.0,0.0892,0.09895666562455135,0.0953740617135562,0.0953740617135562,0
HS000074,Dairy,309,Berhampur,Chennai,road,844.5,17.59,2,8,8,33.7,2,0,0.307,0.923,23.6,2387.75,1,69.3,0,HS000074,8,4.74625,2.31,7.27,1.533482847265382,0,100.0,0.125,1.2,0.21755022357688752,0.0,0.0,0.0693,0.33036026829226506,0.4868246338736657,0.4868246338736657,1
HS000075,Rice,232,Jamshedpur,Raipur,road,502.0,10.46,15,30,22,27.5,1,0,0.056,0.784,21.1,1591.79,0,86.4,0,HS000075,6,23.57,15.4,27.28,4.333178971609643,0,100.0,0.3333333333333333,1.0,0.14430313409051876,0.0,0.0,0.0864,0.23070313409051876,-0.031271376318455696,0.01,0
HS000076,Frozen Food,539,Jamshedpur,Hyderabad,road,1005.8,20.95,-20,-15,9,26.8,0,0,0.878,0.848,25.4,2101.68,1,124.3,0,HS000076,11,-17.395454545454545,-19.57,-15.53,1.408739604301403,0,100.0,0.3636363636363636,1.0,0.2849578942990102,0.0,0.0,0.1243,0.40925789429901016,0.49144814473653253,0.49144814473653253,0
